sample_name,doc_mg_l,tdn_mg_l,npoc_flag,tdn_flag,Event,Plot,Grid,Timepoint
TMP_SW_E3_20220808,18.85,0.73,NA,NA,TMP,SW,E3,20220808
TMP_SW_E3_20220915,26.22,0.97,NA,NA,TMP,SW,E3,20220915
TMP_SW_E3_20221201,37.11,1.15,NA,NA,TMP,SW,E3,20221201
TMP_SW_E3_20230202,40.1,1.33,NA,NA,TMP,SW,E3,20230202
TMP_SW_E3_20230417,42.35,1.35,NA,NA,TMP,SW,E3,20230417
TMP_SW_E3_20230606,3.77,0.28,NA,NA,TMP,SW,E3,20230606
TMP_SW_E3_20230607_0800,3.82,0.29,NA,NA,TMP,SW,E3,20230607
TMP_SW_E3_20230607_1600,3.79,0.25,NA,NA,TMP,SW,E3,20230607
TMP_SW_E3_T1,4.9,0.44,NA,NA,TMP,SW,E3,T1
TMP_SW_E3_T2,2.78,0.17,NA,NA,TMP,SW,E3,T2
TMP_SW_E3_T3,6.41,0.41,NA,NA,TMP,SW,E3,T3
TMP_SW_E3_T4,7.79,0.46,NA,NA,TMP,SW,E3,T4
TMP_SW_ESTUARY_20230606_0632,4.57,0.37,NA,NA,TMP,SW,NA,20230606
TMP_SW_ESTUARY_20230606_1236,5.06,0.44,NA,NA,TMP,SW,NA,20230606
TMP_SW_ESTUARY_20230606_1524,5.07,0.37,NA,NA,TMP,SW,NA,20230606
TMP_SW_ESTUARY_20230607_0710,4.18,0.31,NA,NA,TMP,SW,NA,20230607
TMP_SW_ESTUARY_20230607_1346,4.73,0.35,NA,NA,TMP,SW,NA,20230607
TMP_SW_ESTUARY_20230607_1700,4.48,0.36,NA,NA,TMP,SW,NA,20230607
TMP_SW_F4_20220718,7.66,0.62,NA,NA,TMP,SW,F4,20220718
TMP_SW_F4_20220808,33.7,1.19,NA,NA,TMP,SW,F4,20220808
TMP_SW_F4_20230202,20.21,1.72,NA,NA,TMP,SW,F4,20230202
TMP_SW_F4_T2,10.66,0.53,NA,NA,TMP,SW,F4,T2
TMP_SW_F4_T3,7.145,0.6000000000000001,average value of seawater and freshwater plot,average value of seawater and freshwater plot,TMP,SW,F4,T3
TMP_SW_F4_T4,14.84,0.64,NA,NA,TMP,SW,F4,T4
TMP_SW_F6_20220718,4.94,0.41,NA,NA,TMP,SW,F6,20220718
TMP_SW_F6_20220808,12.87,0.66,NA,NA,TMP,SW,F6,20220808
TMP_SW_F6_20220912,13.25,0.61,NA,NA,TMP,SW,F6,20220912
TMP_SW_F6_20221019,44.55,1.46,NA,NA,TMP,SW,F6,20221019
TMP_SW_F6_20221128,42.99,1.39,NA,NA,TMP,SW,F6,20221128
TMP_SW_F6_20230202,42.55,1.45,NA,NA,TMP,SW,F6,20230202
TMP_SW_F6_20230417,42.05,1.4,NA,NA,TMP,SW,F6,20230417
TMP_SW_F6_20230515,50.96,1.67,NA,NA,TMP,SW,F6,20230515
TMP_SW_F6_T1,3.1,0.17,NA,NA,TMP,SW,F6,T1
TMP_SW_F6_T2,5.09,0.36,NA,NA,TMP,SW,F6,T2
TMP_SW_F6_T3,5.3,0.52,NA,NA,TMP,SW,F6,T3
TMP_SW_F6_T4,5.81,0.39,NA,NA,TMP,SW,F6,T4
TMP_SW_H3_20220721,33,1.12,NA,NA,TMP,SW,H3,20220721
TMP_SW_H3_20220811,83.08,2.9699999999999998,average value of multiple aliquots,average value of multiple aliquots,TMP,SW,H3,20220811
TMP_SW_H3_20220915,86.81,2.78,NA,NA,TMP,SW,H3,20220915
TMP_SW_H3_20221019,109.2,4.39,value above cal curve,value above cal curve,TMP,SW,H3,20221019
TMP_SW_H3_20221128,35.85,1.08,NA,NA,TMP,SW,H3,20221128
TMP_SW_H3_20230206,24.3,0.95,NA,NA,TMP,SW,H3,20230206
TMP_SW_H3_20230515,24.18,0.84,NA,NA,TMP,SW,H3,20230515
TMP_SW_H3_T2,6.53,0.57,NA,NA,TMP,SW,H3,T2
TMP_SW_H3_T4,5.83,0.49,NA,NA,TMP,SW,H3,T4
TMP_SW_H6_20220808,38.01,1.29,NA,NA,TMP,SW,H6,20220808
TMP_SW_H6_20220915,45.66,1.45,NA,NA,TMP,SW,H6,20220915
TMP_SW_H6_20221019,27.6,0.89,NA,NA,TMP,SW,H6,20221019
TMP_SW_H6_20221128,28.31,0.91,NA,NA,TMP,SW,H6,20221128
TMP_SW_H6_20230202,19.65,0.76,NA,NA,TMP,SW,H6,20230202
TMP_SW_H6_20230417,36.41,1.08,NA,NA,TMP,SW,H6,20230417
TMP_SW_H6_20230515,27.36,0.67,NA,NA,TMP,SW,H6,20230515
TMP_SW_H6_T1,7.25,0.37,NA,NA,TMP,SW,H6,T1
TMP_SW_H6_T2,0.7,0.07,NA,NA,TMP,SW,H6,T2
TMP_SW_H6_T3,7.4,0.39,NA,NA,TMP,SW,H6,T3
TMP_SW_H6_T4,10.3,0.71,NA,NA,TMP,SW,H6,T4
TMP_SW_I5_20220718,15.02,1.07,NA,NA,TMP,SW,I5,20220718
TMP_SW_I5_20220808,20.27,0.82,NA,NA,TMP,SW,I5,20220808
TMP_SW_I5_20230206,85.4,3.13,NA,value above cal curve,TMP,SW,I5,20230206
TMP_SW_I5_20230607_1600,11.37,0.72,NA,NA,TMP,SW,I5,20230607
TMP_SW_I5_T2,11.85,1.25,NA,NA,TMP,SW,I5,T2
TMP_SW_I5_T3,15.07,1.9,NA,NA,TMP,SW,I5,T3
TMP_SW_I5_T4,15.9,1.5,NA,NA,TMP,SW,I5,T4
TMP_SW_POOLED_20220808,29.48,1,pooled sample,pooled sample,TMP,SW,POOL,20220808
TMP_SW_POOLED_20220912_20220915,54.12,2.84,pooled sample,pooled sample,TMP,SW,POOL,20220912
TMP_SW_POOLED_20221019,41.95,1.44,pooled sample,pooled sample,TMP,SW,POOL,20221019
TMP_SW_POOL_20221128_20221201,43.13,1.25,pooled sample,pooled sample,TMP,SW,POOL,20221128
TMP_SW_POOL_20230202,52.75,1.87,pooled sample,pooled sample,TMP,SW,POOL,20230202
TMP_SW_POOL_20230417,45.66,1.48,pooled sample,pooled sample,TMP,SW,POOL,20230417
TMP_SW_POOL_20230515,45.91,1.5,pooled sample,pooled sample,TMP,SW,POOL,20230515
TMP_SW_POOL_T2,0.91,0.1,pooled sample,pooled sample,TMP,SW,POOL,T2
TMP_SW_POOL_T3,9.17,0.84,pooled sample,pooled sample,TMP,SW,POOL,T3
TMP_SW_POOL_T4,9.76,0.74,pooled sample,pooled sample,TMP,SW,POOL,T4
TMP_SW_PW_B4_15cm_20220613,20.02,0.6,NA,NA,TMP,SW,B4,20220613
TMP_SW_PW_C3_15cm_20220613,23.65,0.99,NA,NA,TMP,SW,C3,20220613
TMP_SW_PW_C6_15cm_20220615,21.12,0.97,NA,NA,TMP,SW,C6,20220615
TMP_SW_PW_D5_15cm_20220613,11.32,0.58,NA,NA,TMP,SW,D5,20220613
TMP_SW_PW_E3_15cm_20220613,9.96,1,NA,NA,TMP,SW,E3,20220613
TMP_SW_PW_F6_15cm_20220615,13.87,0.88,NA,NA,TMP,SW,F6,20220615
TMP_SW_PW_H3_15cm_20220615,20.06,0.06,NA,NA,TMP,SW,H3,20220615
TMP_SW_PW_I5_15cm_20220613,14.77,1.28,NA,NA,TMP,SW,I5,20220613
TMP_SW_SOURCE_20230606_0709,2.37,0.26,NA,NA,TMP,SW,SOURCE,20230606
TMP_SW_SOURCE_20230606_1301,4.84,0.36,NA,NA,TMP,SW,SOURCE,20230606
TMP_SW_SOURCE_20230606_1502,5.03,0.37,NA,NA,TMP,SW,SOURCE,20230606
TMP_SW_SOURCE_20230607_0621,5.2,0.44,NA,NA,TMP,SW,SOURCE,20230607
TMP_SW_SOURCE_20230607_1255,6.03,0.37,NA,NA,TMP,SW,SOURCE,20230607
TMP_SW_SOURCE_20230607_1515,4.85,0.41,NA,NA,TMP,SW,SOURCE,20230607
TMP_SW_SOURCE_HR0,20.35,0.5,NA,NA,TMP,SW,SOURCE,HR0
TMP_SW_SOURCE_HR1,20.05,0.38,NA,NA,TMP,SW,SOURCE,HR1
TMP_SW_SOURCE_HR2,20.55,0.4,NA,NA,TMP,SW,SOURCE,HR2
TMP_SW_SOURCE_HR3,2.91,0.23,NA,NA,TMP,SW,SOURCE,HR3
TMP_SW_SOURCE_HR4,5.13,0.34,NA,NA,TMP,SW,SOURCE,HR4
TMP_SW_SOURCE_HR5,3.92,0.28,average value of multiple aliquots,average value of multiple aliquots,TMP,SW,SOURCE,HR5
TMP_SW_SOURCE_HR7,4.765000000000001,0.375,average value of multiple aliquots,average value of multiple aliquots,TMP,SW,SOURCE,HR7
TMP_SW_WELL_T1,4.51,0.68,NA,NA,TMP,SW,WELL,T1
TMP_SW_WELL_T2,4.05,0.28,NA,NA,TMP,SW,WELL,T2
TMP_SW_WELL_T3,4,0.28,NA,NA,TMP,SW,WELL,T3
