Exp_Type,Treatment,Column,treatment_id,Timepoint,analyte,value
ColEx,ASW,S7,21,2,doc_mgperL,26.33
ColEx,ASW,S7,21,3,conductivity_uSpercm,3614
ColEx,ASW,S7,21,3,Ca_ppm,18.99
ColEx,ASW,S7,21,3,doc_mgperL,22.35
ColEx,ASW,S7,21,4,conductivity_uSpercm,1666
ColEx,ASW,S7,21,4,Ca_ppm,6.6
ColEx,ASW,S7,21,4,doc_mgperL,21.69
ColEx,ASW,S7,21,5,conductivity_uSpercm,868.1
ColEx,ASW,S7,21,5,Ca_ppm,2.75
ColEx,ASW,S7,21,5,doc_mgperL,28.55
ColEx,ASW,S7,21,6,conductivity_uSpercm,383.1
ColEx,ASW,S7,21,6,Ca_ppm,1
ColEx,ASW,S7,21,6,doc_mgperL,49.35
ColEx,ASW,S7,21,7,conductivity_uSpercm,201.9
ColEx,ASW,S7,21,7,Ca_ppm,0.51
ColEx,ASW,S7,21,7,doc_mgperL,65.62
ColEx,ASW,S7,21,8,conductivity_uSpercm,116.7
ColEx,ASW,S7,21,8,Ca_ppm,0.28
ColEx,ASW,S7,21,8,doc_mgperL,63.53
ColEx,ASW,S7,21,9,conductivity_uSpercm,94.31
ColEx,ASW,S7,21,9,Ca_ppm,0.32
ColEx,ASW,S7,21,9,doc_mgperL,67.18
ColEx,ASW,S7,21,10,conductivity_uSpercm,90.2
ColEx,ASW,S7,21,10,Ca_ppm,0.23
ColEx,ASW,S7,21,10,doc_mgperL,85.13
ColEx,ASW,S7,21,11,conductivity_uSpercm,65.05
ColEx,ASW,S7,21,11,Ca_ppm,0.18
ColEx,ASW,S7,21,11,doc_mgperL,69.27
ColEx,ASW,S7,21,12,conductivity_uSpercm,60.07
ColEx,ASW,S7,21,12,Ca_ppm,0.17
ColEx,ASW,S7,21,12,doc_mgperL,64.08
ColEx,Control,C1,7,0,conductivity_uSpercm,1.38
ColEx,Control,C1,7,0,Ca_ppm,0
ColEx,Control,C1,7,0,doc_mgperL,0
ColEx,Control,C1,7,1,conductivity_uSpercm,7.97
ColEx,Control,C1,7,1,Ca_ppm,0.194
ColEx,Control,C1,7,1,doc_mgperL,6.45
ColEx,Control,C1,7,2,conductivity_uSpercm,9.96
ColEx,Control,C1,7,2,Ca_ppm,0.212
ColEx,Control,C1,7,2,doc_mgperL,8.8
ColEx,Control,C1,7,3,conductivity_uSpercm,9.44
ColEx,Control,C1,7,3,Ca_ppm,0.217
ColEx,Control,C1,7,3,doc_mgperL,8.84
ColEx,Control,C1,7,4,conductivity_uSpercm,9.02
ColEx,Control,C1,7,4,Ca_ppm,0.192
ColEx,Control,C1,7,4,doc_mgperL,8.98
ColEx,Control,C1,7,5,conductivity_uSpercm,8.44
ColEx,Control,C1,7,5,Ca_ppm,0.168
ColEx,Control,C1,7,5,doc_mgperL,8.79
ColEx,Control,C1,7,6,conductivity_uSpercm,8.64
ColEx,Control,C1,7,6,Ca_ppm,0.178
ColEx,Control,C1,7,6,doc_mgperL,9.95
ColEx,Control,C1,7,7,conductivity_uSpercm,10.65
ColEx,Control,C1,7,7,Ca_ppm,0.173
ColEx,Control,C1,7,7,doc_mgperL,8.97
ColEx,Control,C1,7,8,conductivity_uSpercm,7.83
ColEx,Control,C1,7,8,Ca_ppm,0.157
ColEx,Control,C1,7,8,doc_mgperL,8.81
ColEx,Control,C1,7,9,conductivity_uSpercm,7.76
ColEx,Control,C1,7,9,Ca_ppm,0.152
ColEx,Control,C1,7,9,doc_mgperL,8.51
ColEx,Control,C1,7,10,conductivity_uSpercm,8.41
ColEx,Control,C1,7,10,Ca_ppm,0.17
ColEx,Control,C1,7,10,doc_mgperL,8.89
ColEx,Control,C1,7,11,conductivity_uSpercm,8.7
ColEx,Control,C1,7,11,Ca_ppm,0.164
ColEx,Control,C1,7,11,doc_mgperL,8.98
ColEx,Control,C1,7,12,conductivity_uSpercm,8.33
ColEx,Control,C1,7,12,Ca_ppm,0.159
ColEx,Control,C1,7,12,doc_mgperL,8.28
ColEx,Control,C2,8,0,conductivity_uSpercm,1.38
ColEx,Control,C2,8,0,Ca_ppm,0
ColEx,Control,C2,8,0,doc_mgperL,0
ColEx,Control,C2,8,1,conductivity_uSpercm,23.21
ColEx,Control,C2,8,1,Ca_ppm,0.392
ColEx,Control,C2,8,1,doc_mgperL,6.28
ColEx,Control,C2,8,2,conductivity_uSpercm,16.7
ColEx,Control,C2,8,2,Ca_ppm,0.313
ColEx,Control,C2,8,2,doc_mgperL,9.99
ColEx,Control,C2,8,3,conductivity_uSpercm,15.12
ColEx,Control,C2,8,3,Ca_ppm,0.271
ColEx,Control,C2,8,3,doc_mgperL,10.71
ColEx,Control,C2,8,4,conductivity_uSpercm,11.46
ColEx,Control,C2,8,4,Ca_ppm,0.22
ColEx,Control,C2,8,4,doc_mgperL,10.3
ColEx,Control,C2,8,5,conductivity_uSpercm,11.91
ColEx,Control,C2,8,5,Ca_ppm,0.23
ColEx,Control,C2,8,5,doc_mgperL,10.94
ColEx,Control,C2,8,6,conductivity_uSpercm,11.14
ColEx,Control,C2,8,6,Ca_ppm,0.235
ColEx,Control,C2,8,6,doc_mgperL,11.4
ColEx,Control,C2,8,7,conductivity_uSpercm,10.49
ColEx,Control,C2,8,7,Ca_ppm,0.195
ColEx,Control,C2,8,7,doc_mgperL,10.92
ColEx,Control,C2,8,8,conductivity_uSpercm,10.64
ColEx,Control,C2,8,8,Ca_ppm,0.221
ColEx,Control,C2,8,8,doc_mgperL,11.8
ColEx,Control,C2,8,9,conductivity_uSpercm,7.89
ColEx,Control,C2,8,9,Ca_ppm,0.178
ColEx,Control,C2,8,9,doc_mgperL,8.7
ColEx,Control,C2,8,10,conductivity_uSpercm,8.71
ColEx,Control,C2,8,10,Ca_ppm,0.175
ColEx,Control,C2,8,10,doc_mgperL,9.65
ColEx,Control,C2,8,11,conductivity_uSpercm,9.68
ColEx,Control,C2,8,11,Ca_ppm,0.175
ColEx,Control,C2,8,11,doc_mgperL,10.69
ColEx,Control,C2,8,12,conductivity_uSpercm,8.96
ColEx,Control,C2,8,12,Ca_ppm,0.17
ColEx,Control,C2,8,12,doc_mgperL,10.28
ColEx,Control,C3,9,0,conductivity_uSpercm,1.38
ColEx,Control,C3,9,0,Ca_ppm,0
ColEx,Control,C3,9,0,doc_mgperL,0
ColEx,Control,C3,9,1,conductivity_uSpercm,14.56
ColEx,Control,C3,9,1,Ca_ppm,0.354
ColEx,Control,C3,9,1,doc_mgperL,4.01
ColEx,Control,C3,9,2,conductivity_uSpercm,16.59
ColEx,Control,C3,9,2,Ca_ppm,0.396
ColEx,Control,C3,9,2,doc_mgperL,5.74
ColEx,Control,C3,9,3,conductivity_uSpercm,14.53
ColEx,Control,C3,9,3,Ca_ppm,0.311
ColEx,Control,C3,9,3,doc_mgperL,5.39
ColEx,Control,C3,9,4,conductivity_uSpercm,11.4
ColEx,Control,C3,9,4,Ca_ppm,0.245
ColEx,Control,C3,9,4,doc_mgperL,5.26
ColEx,Control,C3,9,5,conductivity_uSpercm,10
ColEx,Control,C3,9,5,Ca_ppm,0.207
ColEx,Control,C3,9,5,doc_mgperL,4.62
ColEx,Control,C3,9,6,conductivity_uSpercm,8.36
ColEx,Control,C3,9,6,Ca_ppm,0.185
ColEx,Control,C3,9,6,doc_mgperL,3.87
ColEx,Control,C3,9,7,conductivity_uSpercm,7.98
ColEx,Control,C3,9,7,Ca_ppm,0.174
ColEx,Control,C3,9,7,doc_mgperL,4.12
ColEx,Control,C3,9,8,conductivity_uSpercm,7.1
ColEx,Control,C3,9,8,Ca_ppm,0.159
ColEx,Control,C3,9,8,doc_mgperL,3.63
ColEx,Control,C3,9,9,conductivity_uSpercm,8.19
ColEx,Control,C3,9,9,Ca_ppm,0.161
ColEx,Control,C3,9,9,doc_mgperL,4.69
ColEx,Control,C3,9,10,conductivity_uSpercm,7.72
ColEx,Control,C3,9,10,Ca_ppm,0.161
ColEx,Control,C3,9,10,doc_mgperL,4.11
ColEx,Control,C3,9,11,conductivity_uSpercm,8.63
ColEx,Control,C3,9,11,Ca_ppm,0.197
ColEx,Control,C3,9,11,doc_mgperL,4.39
ColEx,Control,C3,9,12,conductivity_uSpercm,8.1
ColEx,Control,C3,9,12,Ca_ppm,0.193
ColEx,Control,C3,9,12,doc_mgperL,4.49
ColEx,Control,C4,10,0,conductivity_uSpercm,1.38
ColEx,Control,C4,10,0,Ca_ppm,0
ColEx,Control,C4,10,0,doc_mgperL,0
ColEx,Control,C4,10,1,conductivity_uSpercm,9.98
ColEx,Control,C4,10,1,Ca_ppm,0.294
ColEx,Control,C4,10,1,doc_mgperL,9.87
ColEx,Control,C4,10,2,conductivity_uSpercm,10.27
ColEx,Control,C4,10,2,Ca_ppm,0.314
ColEx,Control,C4,10,2,doc_mgperL,14.49
ColEx,Control,C4,10,3,conductivity_uSpercm,10.18
ColEx,Control,C4,10,3,Ca_ppm,0.303
ColEx,Control,C4,10,3,doc_mgperL,15.33
ColEx,Control,C4,10,4,conductivity_uSpercm,9.52
ColEx,Control,C4,10,4,Ca_ppm,0.269
ColEx,Control,C4,10,4,doc_mgperL,14.92
ColEx,Control,C4,10,5,conductivity_uSpercm,9.36
ColEx,Control,C4,10,5,Ca_ppm,0.242
ColEx,Control,C4,10,5,doc_mgperL,14.9
ColEx,Control,C4,10,6,conductivity_uSpercm,9.05
ColEx,Control,C4,10,6,Ca_ppm,0.224
ColEx,Control,C4,10,6,doc_mgperL,14.17
ColEx,Control,C4,10,7,conductivity_uSpercm,9.01
ColEx,Control,C4,10,7,Ca_ppm,0.212
ColEx,Control,C4,10,7,doc_mgperL,13.71
ColEx,Control,C4,10,8,conductivity_uSpercm,8.41
ColEx,Control,C4,10,8,Ca_ppm,0.175
ColEx,Control,C4,10,8,doc_mgperL,13.34
ColEx,Control,C4,10,9,conductivity_uSpercm,7.9
ColEx,Control,C4,10,9,Ca_ppm,0.164
ColEx,Control,C4,10,9,doc_mgperL,12.13
ColEx,Control,C4,10,10,conductivity_uSpercm,8.16
ColEx,Control,C4,10,10,Ca_ppm,0.185
ColEx,Control,C4,10,10,doc_mgperL,12.16
ColEx,Control,C4,10,11,conductivity_uSpercm,8.56
ColEx,Control,C4,10,11,Ca_ppm,0.168
ColEx,Control,C4,10,11,doc_mgperL,12.7
ColEx,Control,C4,10,12,conductivity_uSpercm,7.97
ColEx,Control,C4,10,12,Ca_ppm,0.16
ColEx,Control,C4,10,12,doc_mgperL,12.45
ColEx,Control,C5,11,0,conductivity_uSpercm,1.38
ColEx,Control,C5,11,0,Ca_ppm,0
ColEx,Control,C5,11,0,doc_mgperL,0
ColEx,Control,C5,11,1,conductivity_uSpercm,8.3
ColEx,Control,C5,11,1,Ca_ppm,0.111
ColEx,Control,C5,11,1,doc_mgperL,5.49
ColEx,Control,C5,11,2,conductivity_uSpercm,8.86
ColEx,Control,C5,11,2,Ca_ppm,0.279
ColEx,Control,C5,11,2,doc_mgperL,7.95
ColEx,Control,C5,11,3,conductivity_uSpercm,7.87
ColEx,Control,C5,11,3,Ca_ppm,0.259
ColEx,Control,C5,11,3,doc_mgperL,8.04
ColEx,Control,C5,11,4,conductivity_uSpercm,7.16
ColEx,Control,C5,11,4,Ca_ppm,0.302
ColEx,Control,C5,11,4,doc_mgperL,7.92
ColEx,Control,C5,11,5,conductivity_uSpercm,7.08
ColEx,Control,C5,11,5,Ca_ppm,0.309
ColEx,Control,C5,11,5,doc_mgperL,7.84
ColEx,Control,C5,11,6,conductivity_uSpercm,7.5
ColEx,Control,C5,11,6,Ca_ppm,0.244
ColEx,Control,C5,11,6,doc_mgperL,7.82
ColEx,Control,C5,11,7,conductivity_uSpercm,7.57
ColEx,Control,C5,11,7,Ca_ppm,0.346
ColEx,Control,C5,11,7,doc_mgperL,8.4
ColEx,Control,C5,11,8,conductivity_uSpercm,6.92
ColEx,Control,C5,11,8,Ca_ppm,0.184
ColEx,Control,C5,11,8,doc_mgperL,8.04
ColEx,Control,C5,11,9,conductivity_uSpercm,6.36
ColEx,Control,C5,11,9,Ca_ppm,0.228
ColEx,Control,C5,11,9,doc_mgperL,7.07
ColEx,Control,C5,11,10,conductivity_uSpercm,6.44
ColEx,Control,C5,11,10,Ca_ppm,0.173
ColEx,Control,C5,11,10,doc_mgperL,6.68
ColEx,Control,C5,11,11,conductivity_uSpercm,6.94
ColEx,Control,C5,11,11,Ca_ppm,0.166
ColEx,Control,C5,11,11,doc_mgperL,7.5
ColEx,Control,C5,11,12,conductivity_uSpercm,6.05
ColEx,Control,C5,11,12,Ca_ppm,0.151
ColEx,Control,C5,11,12,doc_mgperL,6.72
ColEx,Freshwater,F1,12,0,conductivity_uSpercm,91.41
ColEx,Freshwater,F1,12,0,Ca_ppm,0.34
ColEx,Freshwater,F1,12,0,doc_mgperL,0
ColEx,Freshwater,F1,12,1,conductivity_uSpercm,112.8
ColEx,Freshwater,F1,12,1,Ca_ppm,1.32
ColEx,Freshwater,F1,12,1,doc_mgperL,28.21
ColEx,Freshwater,F1,12,2,conductivity_uSpercm,56.58
ColEx,Freshwater,F1,12,2,Ca_ppm,0.93
ColEx,Freshwater,F1,12,2,doc_mgperL,13.02
ColEx,Freshwater,F1,12,3,conductivity_uSpercm,33.23
ColEx,Freshwater,F1,12,3,Ca_ppm,0.61
ColEx,Freshwater,F1,12,3,doc_mgperL,11.55
ColEx,Freshwater,F1,12,4,conductivity_uSpercm,24.18
ColEx,Freshwater,F1,12,4,Ca_ppm,0.41
ColEx,Freshwater,F1,12,4,doc_mgperL,12.23
ColEx,Freshwater,F1,12,5,conductivity_uSpercm,20.05
ColEx,Freshwater,F1,12,5,Ca_ppm,0.49
ColEx,Freshwater,F1,12,5,doc_mgperL,11.77
ColEx,Freshwater,F1,12,6,conductivity_uSpercm,16.65
ColEx,Freshwater,F1,12,6,Ca_ppm,0.39
ColEx,Freshwater,F1,12,6,doc_mgperL,13.22
ColEx,Freshwater,F1,12,7,conductivity_uSpercm,49.29
ColEx,Freshwater,F1,12,7,Ca_ppm,0.3
ColEx,Freshwater,F1,12,7,doc_mgperL,15.29
ColEx,Freshwater,F1,12,8,conductivity_uSpercm,14.84
ColEx,Freshwater,F1,12,8,Ca_ppm,0.3
ColEx,Freshwater,F1,12,8,doc_mgperL,15.7
ColEx,Freshwater,F1,12,9,conductivity_uSpercm,13.92
ColEx,Freshwater,F1,12,9,Ca_ppm,0.35
ColEx,Freshwater,F1,12,9,doc_mgperL,14.8
ColEx,Freshwater,F1,12,10,conductivity_uSpercm,18.3
ColEx,Freshwater,F1,12,10,Ca_ppm,0.22
ColEx,Freshwater,F1,12,10,doc_mgperL,13.96
ColEx,Freshwater,F1,12,11,conductivity_uSpercm,12.34
ColEx,Freshwater,F1,12,11,Ca_ppm,0.25
ColEx,Freshwater,F1,12,11,doc_mgperL,15.3
ColEx,Freshwater,F1,12,12,conductivity_uSpercm,10.84
ColEx,Freshwater,F1,12,12,Ca_ppm,0.24
ColEx,Freshwater,F1,12,12,doc_mgperL,12.98
ColEx,Freshwater,F3,13,0,conductivity_uSpercm,91.41
ColEx,Freshwater,F3,13,0,Ca_ppm,0.34
ColEx,Freshwater,F3,13,0,doc_mgperL,0
ColEx,Freshwater,F3,13,1,conductivity_uSpercm,110
ColEx,Freshwater,F3,13,1,Ca_ppm,1.4
ColEx,Freshwater,F3,13,1,doc_mgperL,33.4
ColEx,Freshwater,F3,13,2,conductivity_uSpercm,61.35
ColEx,Freshwater,F3,13,2,Ca_ppm,1.04
ColEx,Freshwater,F3,13,2,doc_mgperL,35.55
ColEx,Freshwater,F3,13,3,conductivity_uSpercm,35.25
ColEx,Freshwater,F3,13,3,Ca_ppm,0.69
ColEx,Freshwater,F3,13,3,doc_mgperL,32.77
ColEx,Freshwater,F3,13,4,conductivity_uSpercm,25.2
ColEx,Freshwater,F3,13,4,Ca_ppm,0.52
ColEx,Freshwater,F3,13,4,doc_mgperL,30.27
ColEx,Freshwater,F3,13,5,conductivity_uSpercm,20.62
ColEx,Freshwater,F3,13,5,Ca_ppm,0.56
ColEx,Freshwater,F3,13,5,doc_mgperL,23.7
ColEx,Freshwater,F3,13,6,conductivity_uSpercm,19.19
ColEx,Freshwater,F3,13,6,Ca_ppm,0.47
ColEx,Freshwater,F3,13,6,doc_mgperL,29.16
ColEx,Freshwater,F3,13,7,conductivity_uSpercm,21.04
ColEx,Freshwater,F3,13,7,Ca_ppm,0.37
ColEx,Freshwater,F3,13,7,doc_mgperL,28.78
ColEx,Freshwater,F3,13,8,conductivity_uSpercm,17.93
ColEx,Freshwater,F3,13,8,Ca_ppm,0.34
ColEx,Freshwater,F3,13,8,doc_mgperL,26.64
ColEx,Freshwater,F3,13,9,conductivity_uSpercm,15.9
ColEx,Freshwater,F3,13,9,Ca_ppm,0.43
ColEx,Freshwater,F3,13,9,doc_mgperL,24.86
ColEx,Freshwater,F3,13,10,conductivity_uSpercm,18.41
ColEx,Freshwater,F3,13,10,Ca_ppm,0.33
ColEx,Freshwater,F3,13,10,doc_mgperL,27.7
ColEx,Freshwater,F3,13,11,conductivity_uSpercm,15.86
ColEx,Freshwater,F3,13,11,Ca_ppm,0.31
ColEx,Freshwater,F3,13,11,doc_mgperL,25.13
ColEx,Freshwater,F3,13,12,conductivity_uSpercm,15.5
ColEx,Freshwater,F3,13,12,Ca_ppm,0.32
ColEx,Freshwater,F3,13,12,doc_mgperL,24.23
ColEx,Freshwater,F5,14,0,conductivity_uSpercm,91.41
ColEx,Freshwater,F5,14,0,Ca_ppm,0.34
ColEx,Freshwater,F5,14,0,doc_mgperL,0
ColEx,Freshwater,F5,14,1,conductivity_uSpercm,77.96
ColEx,Freshwater,F5,14,1,Ca_ppm,1.08
ColEx,Freshwater,F5,14,1,doc_mgperL,5.26
ColEx,Freshwater,F5,14,2,conductivity_uSpercm,51.84
ColEx,Freshwater,F5,14,2,Ca_ppm,0.74
ColEx,Freshwater,F5,14,2,doc_mgperL,5.55
ColEx,Freshwater,F5,14,3,conductivity_uSpercm,26.66
ColEx,Freshwater,F5,14,3,Ca_ppm,0.46
ColEx,Freshwater,F5,14,3,doc_mgperL,7.76
ColEx,Freshwater,F5,14,4,conductivity_uSpercm,17.77
ColEx,Freshwater,F5,14,4,Ca_ppm,0.28
ColEx,Freshwater,F5,14,4,doc_mgperL,9.26
ColEx,Freshwater,F5,14,5,conductivity_uSpercm,15.66
ColEx,Freshwater,F5,14,5,Ca_ppm,0.4
ColEx,Freshwater,F5,14,5,doc_mgperL,10.59
ColEx,Freshwater,F5,14,6,conductivity_uSpercm,12.56
ColEx,Freshwater,F5,14,6,Ca_ppm,0.27
ColEx,Freshwater,F5,14,6,doc_mgperL,11.37
ColEx,Freshwater,F5,14,7,conductivity_uSpercm,13.42
ColEx,Freshwater,F5,14,7,Ca_ppm,0.24
ColEx,Freshwater,F5,14,7,doc_mgperL,10.7
ColEx,Freshwater,F5,14,8,conductivity_uSpercm,11.67
ColEx,Freshwater,F5,14,8,Ca_ppm,0.23
ColEx,Freshwater,F5,14,8,doc_mgperL,10.29
ColEx,Freshwater,F5,14,9,conductivity_uSpercm,10.79
ColEx,Freshwater,F5,14,9,Ca_ppm,0.26
ColEx,Freshwater,F5,14,9,doc_mgperL,10.15
ColEx,Freshwater,F5,14,10,conductivity_uSpercm,11.93
ColEx,Freshwater,F5,14,10,Ca_ppm,0.19
ColEx,Freshwater,F5,14,10,doc_mgperL,10.74
ColEx,Freshwater,F5,14,11,conductivity_uSpercm,10.48
ColEx,Freshwater,F5,14,11,Ca_ppm,0.22
ColEx,Freshwater,F5,14,11,doc_mgperL,10.18
ColEx,Freshwater,F5,14,12,conductivity_uSpercm,10.33
ColEx,Freshwater,F5,14,12,Ca_ppm,0.19
ColEx,Freshwater,F5,14,12,doc_mgperL,9.79
ColEx,Freshwater,F8,15,0,conductivity_uSpercm,91.41
ColEx,Freshwater,F8,15,0,Ca_ppm,0.34
ColEx,Freshwater,F8,15,0,doc_mgperL,0
ColEx,Freshwater,F8,15,1,conductivity_uSpercm,102.2
ColEx,Freshwater,F8,15,1,Ca_ppm,0.93
ColEx,Freshwater,F8,15,1,doc_mgperL,14.66
ColEx,Freshwater,F8,15,2,conductivity_uSpercm,32.96
ColEx,Freshwater,F8,15,2,Ca_ppm,0.47
ColEx,Freshwater,F8,15,2,doc_mgperL,12.41
ColEx,Freshwater,F8,15,3,conductivity_uSpercm,22.04
ColEx,Freshwater,F8,15,3,Ca_ppm,0.41
ColEx,Freshwater,F8,15,3,doc_mgperL,13.5
ColEx,Freshwater,F8,15,4,conductivity_uSpercm,17.27
ColEx,Freshwater,F8,15,4,Ca_ppm,0.3
ColEx,Freshwater,F8,15,4,doc_mgperL,14.62
ColEx,Freshwater,F8,15,5,conductivity_uSpercm,15.58
ColEx,Freshwater,F8,15,5,Ca_ppm,0.4
ColEx,Freshwater,F8,15,5,doc_mgperL,15.61
ColEx,Freshwater,F8,15,6,conductivity_uSpercm,17.75
ColEx,Freshwater,F8,15,6,Ca_ppm,0.32
ColEx,Freshwater,F8,15,6,doc_mgperL,19.55
ColEx,Freshwater,F8,15,7,conductivity_uSpercm,19.62
ColEx,Freshwater,F8,15,7,Ca_ppm,0.26
ColEx,Freshwater,F8,15,7,doc_mgperL,19.71
ColEx,Freshwater,F8,15,8,conductivity_uSpercm,15.58
ColEx,Freshwater,F8,15,8,Ca_ppm,0.26
ColEx,Freshwater,F8,15,8,doc_mgperL,18.12
ColEx,Freshwater,F8,15,9,conductivity_uSpercm,13.93
ColEx,Freshwater,F8,15,9,Ca_ppm,0.29
ColEx,Freshwater,F8,15,9,doc_mgperL,16.7
ColEx,Freshwater,F8,15,10,conductivity_uSpercm,14.26
ColEx,Freshwater,F8,15,10,Ca_ppm,0.21
ColEx,Freshwater,F8,15,10,doc_mgperL,16.27
ColEx,Freshwater,F8,15,11,conductivity_uSpercm,14.77
ColEx,Freshwater,F8,15,11,Ca_ppm,0.27
ColEx,Freshwater,F8,15,11,doc_mgperL,17.05
ColEx,Freshwater,F8,15,12,conductivity_uSpercm,14.19
ColEx,Freshwater,F8,15,12,Ca_ppm,0.24
ColEx,Freshwater,F8,15,12,doc_mgperL,16.56
ColEx,Freshwater,F9,16,0,conductivity_uSpercm,91.41
ColEx,Freshwater,F9,16,0,Ca_ppm,0.34
ColEx,Freshwater,F9,16,0,doc_mgperL,0
ColEx,Freshwater,F9,16,1,conductivity_uSpercm,96.17
ColEx,Freshwater,F9,16,1,Ca_ppm,0.72
ColEx,Freshwater,F9,16,1,doc_mgperL,6.76
ColEx,Freshwater,F9,16,2,conductivity_uSpercm,37.49
ColEx,Freshwater,F9,16,2,Ca_ppm,0.48
ColEx,Freshwater,F9,16,2,doc_mgperL,4.19
ColEx,Freshwater,F9,16,3,conductivity_uSpercm,23.75
ColEx,Freshwater,F9,16,3,Ca_ppm,0.35
ColEx,Freshwater,F9,16,3,doc_mgperL,4.54
ColEx,Freshwater,F9,16,4,conductivity_uSpercm,19.66
ColEx,Freshwater,F9,16,4,Ca_ppm,0.25
ColEx,Freshwater,F9,16,4,doc_mgperL,5.06
ColEx,Freshwater,F9,16,5,conductivity_uSpercm,15.31
ColEx,Freshwater,F9,16,5,Ca_ppm,0.39
ColEx,Freshwater,F9,16,5,doc_mgperL,5.17
ColEx,Freshwater,F9,16,6,conductivity_uSpercm,14.57
ColEx,Freshwater,F9,16,6,Ca_ppm,0.25
ColEx,Freshwater,F9,16,6,doc_mgperL,6.99
ColEx,Freshwater,F9,16,7,conductivity_uSpercm,13.71
ColEx,Freshwater,F9,16,7,Ca_ppm,0.21
ColEx,Freshwater,F9,16,7,doc_mgperL,6.21
ColEx,Freshwater,F9,16,8,conductivity_uSpercm,11.89
ColEx,Freshwater,F9,16,8,Ca_ppm,0.2
ColEx,Freshwater,F9,16,8,doc_mgperL,6.32
ColEx,Freshwater,F9,16,9,conductivity_uSpercm,10.11
ColEx,Freshwater,F9,16,9,Ca_ppm,0.32
ColEx,Freshwater,F9,16,9,doc_mgperL,6.02
ColEx,Freshwater,F9,16,10,conductivity_uSpercm,9.25
ColEx,Freshwater,F9,16,10,Ca_ppm,0.15
ColEx,Freshwater,F9,16,10,doc_mgperL,5.77
ColEx,Freshwater,F9,16,11,conductivity_uSpercm,10.32
ColEx,Freshwater,F9,16,11,Ca_ppm,0.19
ColEx,Freshwater,F9,16,11,doc_mgperL,6.89
ColEx,Freshwater,F9,16,12,conductivity_uSpercm,9.96
ColEx,Freshwater,F9,16,12,Ca_ppm,0.18
ColEx,Freshwater,F9,16,12,doc_mgperL,6.48
