sample_name,rundate,doc_mg_l,tdn_mg_l,npoc_flag,tdn_flag,Event,Plot,Grid,Timepoint,Pool_Timepoint,date,time,datetime,plot,Group
TMP_FW_F6_20220915,20220922,16.19,0.76,NA,NA,TMP,FW,F6,NA,NA,2022-09-15,12:48:00,2022-09-15T19:48:00Z,Freshwater,2022-09-01
TMP_FW_B4_20220915,20220922,16.62,2.87,NA,NA,TMP,FW,B4,NA,NA,2022-09-15,12:48:00,2022-09-15T19:48:00Z,Freshwater,2022-09-01
TMP_FW_F4_20220915,20220922,13.3,0.75,NA,NA,TMP,FW,F4,NA,NA,2022-09-15,11:59:00,2022-09-15T18:59:00Z,Freshwater,2022-09-01
TMP_FW_I5_20220912,20220922,23.83,1.16,NA,NA,TMP,FW,I5,NA,NA,2022-09-12,12:07:00,2022-09-12T19:07:00Z,Freshwater,2022-09-01
TMP_FW_D5_20220915,20220922,17.36,0.57,NA,NA,TMP,FW,D5,NA,NA,2022-09-15,12:48:00,2022-09-15T19:48:00Z,Freshwater,2022-09-01
TMP_FW_POOL_20220912,20220922,17.39,1.07,pooled sample,pooled sample,TMP,FW,POOL,NA,20220912_20220915,2022-09-12,11:59:00,2022-09-12T18:59:00Z,Freshwater,2022-09-01
TMP_SW_H3_20220915,20220922,86.81,2.78,NA,NA,TMP,SW,H3,NA,NA,2022-09-15,11:58:00,2022-09-15T18:58:00Z,Estuarine-water,2022-09-01
TMP_SW_B4_20220912,20220922,75.62,1.8,NA,NA,TMP,SW,B4,NA,NA,2022-09-12,11:20:00,2022-09-12T18:20:00Z,Estuarine-water,2022-09-01
TMP_SW_C3_20220915,20220922,21.94,3.06,NA,value above cal curve,TMP,SW,C3,NA,NA,2022-09-15,11:58:00,2022-09-15T18:58:00Z,Estuarine-water,2022-09-01
TMP_SW_C6_20220915,20220922,54.58,1.84,NA,NA,TMP,SW,C6,NA,NA,2022-09-15,11:58:00,2022-09-15T18:58:00Z,Estuarine-water,2022-09-01
TMP_SW_F6_20220912,20220922,13.25,0.61,NA,NA,TMP,SW,F6,NA,NA,2022-09-12,11:20:00,2022-09-12T18:20:00Z,Estuarine-water,2022-09-01
TMP_SW_E3_20220915,20220922,26.22,0.97,NA,NA,TMP,SW,E3,NA,NA,2022-09-15,11:58:00,2022-09-15T18:58:00Z,Estuarine-water,2022-09-01
TMP_SW_H6_20220915,20220922,45.66,1.45,NA,NA,TMP,SW,H6,NA,NA,2022-09-15,11:58:00,2022-09-15T18:58:00Z,Estuarine-water,2022-09-01
TMP_SW_POOL_20220912,20220922,54.12,2.84,pooled sample,pooled sample,TMP,SW,POOL,NA,20220912_20220915,2022-09-12,11:59:00,2022-09-12T18:59:00Z,Estuarine-water,2022-09-01
TMP_C_H3_20221019,20221025,19.4,0.59,NA,NA,TMP,C,H3,NA,NA,2022-10-19,16:57:00,2022-10-19T23:57:00Z,Control,2022-10-01
TMP_C_H6_20221019,20221025,15.72,0.5,NA,NA,TMP,C,H6,NA,NA,2022-10-19,16:57:00,2022-10-19T23:57:00Z,Control,2022-10-01
TMP_C_D5_20221019,20221025,6.9,0.24,NA,NA,TMP,C,D5,NA,NA,2022-10-19,16:57:00,2022-10-19T23:57:00Z,Control,2022-10-01
TMP_C_E3_20221019,20221025,10.2,0.31,NA,NA,TMP,C,E3,NA,NA,2022-10-19,16:57:00,2022-10-19T23:57:00Z,Control,2022-10-01
TMP_C_F6_20221019,20221025,12.13,0.38,NA,NA,TMP,C,F6,NA,NA,2022-10-19,16:57:00,2022-10-19T23:57:00Z,Control,2022-10-01
TMP_C_I5_20221019,20221025,14.79,0.39,NA,NA,TMP,C,I5,NA,NA,2022-10-19,16:57:00,2022-10-19T23:57:00Z,Control,2022-10-01
TMP_C_C6_20221019,20221025,11.49,0.38,NA,NA,TMP,C,C6,NA,NA,2022-10-19,11:59:00,2022-10-19T18:59:00Z,Control,2022-10-01
TMP_FW_C3_20221019,20221025,12.5,0.38,NA,NA,TMP,FW,C3,NA,NA,2022-10-19,15:39:00,2022-10-19T22:39:00Z,Freshwater,2022-10-01
TMP_FW_C6_20221019,20221025,11.44,0.32,NA,NA,TMP,FW,C6,NA,NA,2022-10-19,15:39:00,2022-10-19T22:39:00Z,Freshwater,2022-10-01
TMP_FW_H3_20221019,20221025,11.76,0.5,NA,NA,TMP,FW,H3,NA,NA,2022-10-19,15:39:00,2022-10-19T22:39:00Z,Freshwater,2022-10-01
TMP_FW_H6_20221019,20221025,15.04,0.56,NA,NA,TMP,FW,H6,NA,NA,2022-10-19,15:39:00,2022-10-19T22:39:00Z,Freshwater,2022-10-01
TMP_FW_B4_20221019,20221025,13.23,0.38,NA,NA,TMP,FW,B4,NA,NA,2022-10-19,15:39:00,2022-10-19T22:39:00Z,Freshwater,2022-10-01
TMP_FW_D5_20221019,20221025,15.08,0.48,NA,NA,TMP,FW,D5,NA,NA,2022-10-19,15:39:00,2022-10-19T22:39:00Z,Freshwater,2022-10-01
TMP_FW_E3_20221019,20221025,10.08,0.35,NA,NA,TMP,FW,E3,NA,NA,2022-10-19,15:39:00,2022-10-19T22:39:00Z,Freshwater,2022-10-01
TMP_FW_I5_20221019,20221025,21.68,0.86,NA,NA,TMP,FW,I5,NA,NA,2022-10-19,15:39:00,2022-10-19T22:39:00Z,Freshwater,2022-10-01
TMP_SW_C3_20221019,20221025,14.76,0.51,NA,NA,TMP,SW,C3,NA,NA,2022-10-19,16:20:00,2022-10-19T23:20:00Z,Estuarine-water,2022-10-01
TMP_SW_C6_20221019,20221025,45.83,2,NA,NA,TMP,SW,C6,NA,NA,2022-10-19,16:20:00,2022-10-19T23:20:00Z,Estuarine-water,2022-10-01
TMP_SW_H3_20221019,20221025,109.2,4.39,NA,value above cal curve,TMP,SW,H3,NA,NA,2022-10-19,16:20:00,2022-10-19T23:20:00Z,Estuarine-water,2022-10-01
TMP_SW_H6_20221019,20221025,27.6,0.89,NA,NA,TMP,SW,H6,NA,NA,2022-10-19,16:20:00,2022-10-19T23:20:00Z,Estuarine-water,2022-10-01
TMP_SW_B4_20221019,20221025,52.57,1.33,NA,NA,TMP,SW,B4,NA,NA,2022-10-19,16:20:00,2022-10-19T23:20:00Z,Estuarine-water,2022-10-01
TMP_SW_D5_20221019,20221025,37.03,1.04,NA,NA,TMP,SW,D5,NA,NA,2022-10-19,16:20:00,2022-10-19T23:20:00Z,Estuarine-water,2022-10-01
TMP_SW_F6_20221019,20221025,44.55,1.46,NA,NA,TMP,SW,F6,NA,NA,2022-10-19,16:20:00,2022-10-19T23:20:00Z,Estuarine-water,2022-10-01
TMP_C_POOL_20221019,20221025,15.84,0.51,pooled sample,pooled sample,TMP,C,POOL,NA,20221019-20221024,2022-10-19,11:59:00,2022-10-19T18:59:00Z,Control,2022-10-01
TMP_FW_POOL_20221019,20221025,14.93,0.94,pooled sample,pooled sample,TMP,FW,POOL,NA,20221019-20221024,2022-10-19,11:59:00,2022-10-19T18:59:00Z,Freshwater,2022-10-01
TMP_SW_POOL_20221019,20221025,41.95,1.44,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2022-10-19,11:59:00,2022-10-19T18:59:00Z,Estuarine-water,2022-10-01
TMP_FW_C6_20221201,20221209,9.79,0.81,NA,NA,TMP,FW,C6,NA,NA,2022-12-01,14:49:00,2022-12-01T22:49:00Z,Freshwater,2022-12-01
TMP_FW_C3_20221128,20221209,15.94,0.52,NA,NA,TMP,FW,C3,NA,NA,2022-11-28,15:28:00,2022-11-28T23:28:00Z,Freshwater,2022-11-01
TMP_FW_D5_20221128,20221209,15.13,0.43,NA,NA,TMP,FW,D5,NA,NA,2022-11-28,15:28:00,2022-11-28T23:28:00Z,Freshwater,2022-11-01
TMP_FW_H3_20221128,20221209,9.01,0.34,NA,NA,TMP,FW,H3,NA,NA,2022-11-28,15:28:00,2022-11-28T23:28:00Z,Freshwater,2022-11-01
TMP_FW_I5_20221128,20221209,15.15,0.58,NA,NA,TMP,FW,I5,NA,NA,2022-11-28,15:28:00,2022-11-28T23:28:00Z,Freshwater,2022-11-01
TMP_FW_E3_20221128,20221209,10.03,0.48,NA,NA,TMP,FW,E3,NA,NA,2022-11-28,15:28:00,2022-11-28T23:28:00Z,Freshwater,2022-11-01
TMP_FW_B4_20221128,20221209,12.31,0.6,NA,NA,TMP,FW,B4,NA,NA,2022-11-28,15:28:00,2022-11-28T23:28:00Z,Freshwater,2022-11-01
TMP_FW_H6_20221128,20221209,16.53,0.62,NA,NA,TMP,FW,H6,NA,NA,2022-11-28,15:28:00,2022-11-28T23:28:00Z,Freshwater,2022-11-01
TMP_C_E3_20221128,20221209,8.79,0.32,NA,NA,TMP,C,E3,NA,NA,2022-11-28,12:42:00,2022-11-28T20:42:00Z,Control,2022-11-01
TMP_C_H6_20221128,20221209,15.01,0.46,NA,NA,TMP,C,H6,NA,NA,2022-11-28,12:42:00,2022-11-28T20:42:00Z,Control,2022-11-01
TMP_C_I5_20221128,20221209,15.72,0.47,NA,NA,TMP,C,I5,NA,NA,2022-11-28,12:42:00,2022-11-28T20:42:00Z,Control,2022-11-01
TMP_C_B4_20221128,20221209,7.48,0.24,NA,blank is ≥ 25% of sample value,TMP,C,B4,NA,NA,2022-11-28,12:42:00,2022-11-28T20:42:00Z,Control,2022-11-01
TMP_C_F6_20221128,20221209,14.55,0.42,NA,NA,TMP,C,F6,NA,NA,2022-11-28,12:42:00,2022-11-28T20:42:00Z,Control,2022-11-01
TMP_C_C6_20221128,20221209,8.28,0.28,NA,NA,TMP,C,C6,NA,NA,2022-11-28,12:42:00,2022-11-28T20:42:00Z,Control,2022-11-01
TMP_C_C3_20221201,20221209,16.1,0.46,NA,NA,TMP,C,C3,NA,NA,2022-12-01,12:06:00,2022-12-01T20:06:00Z,Control,2022-12-01
TMP_C_D5_20221128,20221209,7.13,0.32,NA,NA,TMP,C,D5,NA,NA,2022-11-28,12:42:00,2022-11-28T20:42:00Z,Control,2022-11-01
TMP_C_H3_20221128,20221209,19.2,0.81,NA,NA,TMP,C,H3,NA,NA,2022-11-28,12:42:00,2022-11-28T20:42:00Z,Control,2022-11-01
TMP_C_POOL_20221128,20221209,14.49,0.53,pooled sample,pooled sample,TMP,C,POOL,NA,20221128_20221201,2022-11-28,11:59:00,2022-11-28T19:59:00Z,Control,2022-11-01
TMP_FW_POOL_20221128,20221209,14.01,0.48,pooled sample,pooled sample,TMP,FW,POOL,NA,20221128_20221201,2022-11-28,11:59:00,2022-11-28T19:59:00Z,Freshwater,2022-11-01
TMP_SW_POOL_20221128,20221209,43.13,1.25,pooled sample,pooled sample,TMP,SW,POOL,NA,20221128_20221201,2022-11-28,11:59:00,2022-11-28T19:59:00Z,Estuarine-water,2022-11-01
TMP_SW_C6_20221201,20221209,44.24,3.32,NA,NA,TMP,SW,C6,NA,NA,2022-12-01,12:46:00,2022-12-01T20:46:00Z,Estuarine-water,2022-12-01
TMP_SW_E3_20221201,20221209,37.11,1.15,NA,NA,TMP,SW,E3,NA,NA,2022-12-01,12:46:00,2022-12-01T20:46:00Z,Estuarine-water,2022-12-01
TMP_SW_B4_20221128,20221209,65.26,1.49,NA,NA,TMP,SW,B4,NA,NA,2022-11-28,14:02:00,2022-11-28T22:02:00Z,Estuarine-water,2022-11-01
TMP_SW_H6_20221128,20221209,28.31,0.91,NA,NA,TMP,SW,H6,NA,NA,2022-11-28,14:02:00,2022-11-28T22:02:00Z,Estuarine-water,2022-11-01
TMP_SW_C3_20221128,20221209,23.28,0.94,NA,NA,TMP,SW,C3,NA,NA,2022-11-28,14:02:00,2022-11-28T22:02:00Z,Estuarine-water,2022-11-01
TMP_SW_D5_20221128,20221209,43.48,1.24,NA,NA,TMP,SW,D5,NA,NA,2022-11-28,14:02:00,2022-11-28T22:02:00Z,Estuarine-water,2022-11-01
TMP_SW_H3_20221128,20221209,35.85,1.08,NA,NA,TMP,SW,H3,NA,NA,2022-11-28,14:02:00,2022-11-28T22:02:00Z,Estuarine-water,2022-11-01
TMP_SW_F6_20221128,20221209,42.99,1.39,NA,NA,TMP,SW,F6,NA,NA,2022-11-28,14:02:00,2022-11-28T22:02:00Z,Estuarine-water,2022-11-01
TMP_C_C6_20230202,20230209,8.27,0.27,NA,NA,TMP,C,C6,NA,NA,2023-02-02,11:17:00,2023-02-02T19:17:00Z,Control,2023-02-01
TMP_C_H3_20230206,20230209,14.7,0.42,NA,NA,TMP,C,H3,NA,NA,2023-02-06,10:35:00,2023-02-06T18:35:00Z,Control,2023-02-01
TMP_C_H6_20230202,20230209,11.4,0.39,NA,NA,TMP,C,H6,NA,NA,2023-02-02,11:17:00,2023-02-02T19:17:00Z,Control,2023-02-01
TMP_C_D5_20230202,20230209,7.77,0.29,NA,NA,TMP,C,D5,NA,NA,2023-02-02,11:17:00,2023-02-02T19:17:00Z,Control,2023-02-01
TMP_C_E3_20230202,20230209,8.63,0.3,NA,NA,TMP,C,E3,NA,NA,2023-02-02,11:17:00,2023-02-02T19:17:00Z,Control,2023-02-01
TMP_C_F6_20230202,20230209,14.28,0.47,NA,NA,TMP,C,F6,NA,NA,2023-02-02,11:17:00,2023-02-02T19:17:00Z,Control,2023-02-01
TMP_C_I5_20230202,20230209,14.91,0.41,NA,NA,TMP,C,I5,NA,NA,2023-02-02,11:17:00,2023-02-02T19:17:00Z,Control,2023-02-01
TMP_C_POOL_20230202,20230209,12.26,0.42,pooled sample,pooled sample,TMP,C,POOL,NA,NA,2023-02-02,11:59:00,2023-02-02T19:59:00Z,Control,2023-02-01
TMP_FW_C3_20230202,20230209,12.3,0.48,NA,NA,TMP,FW,C3,NA,NA,2023-02-02,15:30:00,2023-02-02T23:30:00Z,Freshwater,2023-02-01
TMP_FW_C6_20230202,20230209,7.2,0.39,NA,NA,TMP,FW,C6,NA,NA,2023-02-02,15:30:00,2023-02-02T23:30:00Z,Freshwater,2023-02-01
TMP_FW_H3_20230202,20230209,8.89,0.34,NA,NA,TMP,FW,H3,NA,NA,2023-02-02,15:30:00,2023-02-02T23:30:00Z,Freshwater,2023-02-01
TMP_FW_H6_20230202,20230209,11.86,1.71,NA,NA,TMP,FW,H6,NA,NA,2023-02-02,15:30:00,2023-02-02T23:30:00Z,Freshwater,2023-02-01
TMP_FW_B4_20230202,20230209,11.29,0.49,NA,NA,TMP,FW,B4,NA,NA,2023-02-02,15:30:00,2023-02-02T23:30:00Z,Freshwater,2023-02-01
TMP_FW_D5_20230202,20230209,10.41,0.35,NA,NA,TMP,FW,D5,NA,NA,2023-02-02,15:30:00,2023-02-02T23:30:00Z,Freshwater,2023-02-01
TMP_FW_E3_20230206,20230209,10.96,1.31,NA,NA,TMP,FW,E3,NA,NA,2023-02-06,11:08:00,2023-02-06T19:08:00Z,Freshwater,2023-02-01
TMP_FW_F6_20230202,20230209,13.77,0.64,NA,NA,TMP,FW,F6,NA,NA,2023-02-02,15:30:00,2023-02-02T23:30:00Z,Freshwater,2023-02-01
TMP_FW_I5_20230202,20230209,13.09,0.58,NA,NA,TMP,FW,I5,NA,NA,2023-02-02,15:30:00,2023-02-02T23:30:00Z,Freshwater,2023-02-01
TMP_FW_POOL_20230202,20230209,10.75,0.71,pooled sample,pooled sample,TMP,FW,POOL,NA,NA,2023-02-02,11:59:00,2023-02-02T19:59:00Z,Freshwater,2023-02-01
TMP_SW_C3_20230202,20230209,45.24,1.47,NA,NA,TMP,SW,C3,NA,NA,2023-02-02,12:30:00,2023-02-02T20:30:00Z,Estuarine-water,2023-02-01
TMP_SW_C6_20230202,20230209,39.86,1.82,NA,NA,TMP,SW,C6,NA,NA,2023-02-02,12:30:00,2023-02-02T20:30:00Z,Estuarine-water,2023-02-01
TMP_SW_F4_20230202,20230209,20.21,1.72,NA,NA,TMP,SW,F4,NA,NA,2023-02-02,12:30:00,2023-02-02T20:30:00Z,Estuarine-water,2023-02-01
TMP_SW_H3_20230206,20230209,24.3,0.95,NA,NA,TMP,SW,H3,NA,NA,2023-02-06,10:55:00,2023-02-06T18:55:00Z,Estuarine-water,2023-02-01
TMP_SW_H6_20230202,20230209,19.65,0.76,NA,NA,TMP,SW,H6,NA,NA,2023-02-02,12:30:00,2023-02-02T20:30:00Z,Estuarine-water,2023-02-01
TMP_SW_B4_20230202,20230209,42.47,1.11,NA,NA,TMP,SW,B4,NA,NA,2023-02-02,12:30:00,2023-02-02T20:30:00Z,Estuarine-water,2023-02-01
TMP_SW_D5_20230202,20230209,52.63,1.54,NA,NA,TMP,SW,D5,NA,NA,2023-02-02,12:30:00,2023-02-02T20:30:00Z,Estuarine-water,2023-02-01
TMP_SW_E3_20230202,20230209,40.1,1.33,NA,NA,TMP,SW,E3,NA,NA,2023-02-02,12:30:00,2023-02-02T20:30:00Z,Estuarine-water,2023-02-01
TMP_SW_F6_20230202,20230209,42.55,1.45,NA,NA,TMP,SW,F6,NA,NA,2023-02-02,12:30:00,2023-02-02T20:30:00Z,Estuarine-water,2023-02-01
TMP_SW_I5_20230206,20230209,85.4,3.13,NA,NA,TMP,SW,I5,NA,NA,2023-02-06,10:55:00,2023-02-06T18:55:00Z,Estuarine-water,2023-02-01
TMP_SW_POOL_20230202,20230209,52.75,1.87,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-02-02,11:59:00,2023-02-02T19:59:00Z,Estuarine-water,2023-02-01
TMP_C_I5_20230417,20230512,15.83,0.82,NA,NA,TMP,C,I5,NA,NA,2023-04-17,08:55:00,2023-04-17T15:55:00Z,Control,2023-04-01
TMP_C_H6_20230417,20230512,12.12,0.47,NA,NA,TMP,C,H6,NA,NA,2023-04-17,09:02:00,2023-04-17T16:02:00Z,Control,2023-04-01
TMP_C_H3_20230417,20230512,17.32,0.73,NA,NA,TMP,C,H3,NA,NA,2023-04-17,08:50:00,2023-04-17T15:50:00Z,Control,2023-04-01
TMP_C_C6_20230417,20230512,8.4,0.34,NA,NA,TMP,C,C6,NA,NA,2023-04-17,09:25:00,2023-04-17T16:25:00Z,Control,2023-04-01
TMP_C_POOL_20230417,20230512,12.18,0.55,pooled sample,pooled sample,TMP,C,POOL,NA,NA,2023-04-17,11:59:00,2023-04-17T18:59:00Z,Control,2023-04-01
TMP_FW_C3_20230417,20230512,13.39,0.59,NA,NA,TMP,FW,C3,NA,NA,2023-04-17,10:55:00,2023-04-17T17:55:00Z,Freshwater,2023-04-01
TMP_FW_H6_20230417,20230512,12.89,0.6,NA,NA,TMP,FW,H6,NA,NA,2023-04-17,11:23:00,2023-04-17T18:23:00Z,Freshwater,2023-04-01
TMP_FW_D5_20230417,20230512,10.7,0.37,NA,NA,TMP,FW,D5,NA,NA,2023-04-17,11:01:00,2023-04-17T18:01:00Z,Freshwater,2023-04-01
TMP_FW_I5_20230417,20230512,12.43,0.47,NA,NA,TMP,FW,I5,NA,NA,2023-04-17,11:17:00,2023-04-17T18:17:00Z,Freshwater,2023-04-01
TMP_FW_H3_20230417,20230512,8.59,0.32,NA,NA,TMP,FW,H3,NA,NA,2023-04-17,11:11:00,2023-04-17T18:11:00Z,Freshwater,2023-04-01
TMP_FW_C6_20230417,20230512,12.22,2.54,NA,NA,TMP,FW,C6,NA,NA,2023-04-17,10:44:00,2023-04-17T17:44:00Z,Freshwater,2023-04-01
TMP_FW_POOL_20230417,20230512,11.14,0.49,pooled sample,pooled sample,TMP,FW,POOL,NA,NA,2023-04-17,11:59:00,2023-04-17T18:59:00Z,Freshwater,2023-04-01
TMP_SW_F6_20230417,20230512,42.05,1.4,NA,NA,TMP,SW,F6,NA,NA,2023-04-17,10:06:00,2023-04-17T17:06:00Z,Estuarine-water,2023-04-01
TMP_SW_C6_20230417,20230512,34.28,1.19,NA,NA,TMP,SW,C6,NA,NA,2023-04-17,09:54:00,2023-04-17T16:54:00Z,Estuarine-water,2023-04-01
TMP_SW_B4_20230417,20230512,49.13,1.19,NA,NA,TMP,SW,B4,NA,NA,2023-04-17,09:49:00,2023-04-17T16:49:00Z,Estuarine-water,2023-04-01
TMP_SW_D5_20230417,20230512,58,1.72,NA,NA,TMP,SW,D5,NA,NA,2023-04-17,10:01:00,2023-04-17T17:01:00Z,Estuarine-water,2023-04-01
TMP_SW_E3_20230417,20230512,42.35,1.35,NA,NA,TMP,SW,E3,NA,NA,2023-04-17,10:16:00,2023-04-17T17:16:00Z,Estuarine-water,2023-04-01
TMP_SW_C3_20230417,20230512,53.19,1.59,NA,NA,TMP,SW,C3,NA,NA,2023-04-17,09:38:00,2023-04-17T16:38:00Z,Estuarine-water,2023-04-01
TMP_SW_H6_20230417,20230512,36.41,1.08,NA,NA,TMP,SW,H6,NA,NA,2023-04-17,11:59:00,2023-04-17T18:59:00Z,Estuarine-water,2023-04-01
TMP_SW_POOL_20230417,20230512,45.66,1.48,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-04-17,11:59:00,2023-04-17T18:59:00Z,Estuarine-water,2023-04-01
TMP_C_I5_20230515,20230531,15.39,0.48,NA,NA,TMP,C,I5,NA,NA,2023-05-15,12:25:00,2023-05-15T19:25:00Z,Control,2023-05-01
TMP_C_F6_20230515,20230531,15.58,0.41,NA,NA,TMP,C,F6,NA,NA,2023-05-15,12:50:00,2023-05-15T19:50:00Z,Control,2023-05-01
TMP_C_E3_20230515,20230531,9.92,0.48,NA,NA,TMP,C,E3,NA,NA,2023-05-15,14:46:00,2023-05-15T21:46:00Z,Control,2023-05-01
TMP_C_C6_20230515,20230531,9.93,0.32,NA,NA,TMP,C,C6,NA,NA,2023-05-15,15:02:00,2023-05-15T22:02:00Z,Control,2023-05-01
TMP_C_H6_20230515,20230531,14.55,0.5,NA,NA,TMP,C,H6,NA,NA,2023-05-15,12:32:00,2023-05-15T19:32:00Z,Control,2023-05-01
TMP_C_H6_20230515,20230531,14.55,0.5,NA,NA,TMP,C,H6,NA,NA,2023-05-15,12:32:00,2023-05-15T19:32:00Z,Control,2023-05-01
TMP_C_POOL_20230515,20230531,21.09,0.72,pooled sample,pooled sample,TMP,C,POOL,NA,NA,2023-05-15,11:59:00,2023-05-15T18:59:00Z,Control,2023-05-01
TMP_FW_B4_20230515,20230531,7.94,0.27,NA,NA,TMP,FW,B4,NA,NA,2023-05-15,16:45:00,2023-05-15T23:45:00Z,Freshwater,2023-05-01
TMP_FW_C6_20230515,20230531,7.45,0.34,NA,NA,TMP,FW,C6,NA,NA,2023-05-15,16:28:00,2023-05-15T23:28:00Z,Freshwater,2023-05-01
TMP_FW_D5_20230515,20230531,11.23,0.35,NA,NA,TMP,FW,D5,NA,NA,2023-05-15,16:37:00,2023-05-15T23:37:00Z,Freshwater,2023-05-01
TMP_FW_D5_20230515,20230531,11.23,0.35,NA,NA,TMP,FW,D5,NA,NA,2023-05-15,16:37:00,2023-05-15T23:37:00Z,Freshwater,2023-05-01
TMP_FW_I5_20230515,20230531,11.96,0.42,NA,NA,TMP,FW,I5,NA,NA,2023-05-15,17:26:00,2023-05-16T00:26:00Z,Freshwater,2023-05-01
TMP_FW_I5_20230515,20230531,11.96,0.42,NA,NA,TMP,FW,I5,NA,NA,2023-05-15,17:26:00,2023-05-16T00:26:00Z,Freshwater,2023-05-01
TMP_FW_E3_20230515,20230531,6.88,0.26,NA,NA,TMP,FW,E3,NA,NA,2023-05-15,13:17:00,2023-05-15T20:17:00Z,Freshwater,2023-05-01
TMP_FW_H6_20230515,20230531,12.36,0.52,NA,NA,TMP,FW,H6,NA,NA,2023-05-15,17:34:00,2023-05-16T00:34:00Z,Freshwater,2023-05-01
TMP_FW_C3_20230515,20230531,7.51,0.29,NA,NA,TMP,FW,C3,NA,NA,2023-05-15,16:55:00,2023-05-15T23:55:00Z,Freshwater,2023-05-01
TMP_FW_H3_20230515,20230531,9.76,0.68,NA,NA,TMP,FW,H3,NA,NA,2023-05-15,17:15:00,2023-05-16T00:15:00Z,Freshwater,2023-05-01
TMP_FW_F6_20230515,20230531,14.77,0.37,NA,NA,TMP,FW,F6,NA,NA,2023-05-15,17:46:00,2023-05-16T00:46:00Z,Freshwater,2023-05-01
TMP_FW_F6_20230515,20230531,14.77,0.37,NA,NA,TMP,FW,F6,NA,NA,2023-05-15,17:46:00,2023-05-16T00:46:00Z,Freshwater,2023-05-01
TMP_FW_POOL_20230515,20230531,10.83,0.44,pooled sample,pooled sample,TMP,FW,POOL,NA,NA,2023-05-15,11:59:00,2023-05-15T18:59:00Z,Freshwater,2023-05-01
TMP_SW_F6_20230515,20230531,50.96,1.67,NA,NA,TMP,SW,F6,NA,NA,2023-05-15,15:59:00,2023-05-15T22:59:00Z,Estuarine-water,2023-05-01
TMP_SW_H3_20230515,20230531,24.18,0.84,NA,NA,TMP,SW,H3,NA,NA,2023-05-15,16:05:00,2023-05-15T23:05:00Z,Estuarine-water,2023-05-01
TMP_SW_B4_20230515,20230531,50.34,2.75,NA,NA,TMP,SW,B4,NA,NA,2023-05-15,15:11:00,2023-05-15T22:11:00Z,Estuarine-water,2023-05-01
TMP_SW_C3_20230515,20230531,53.12,1.41,NA,NA,TMP,SW,C3,NA,NA,2023-05-15,15:37:00,2023-05-15T22:37:00Z,Estuarine-water,2023-05-01
TMP_SW_H6_20230515,20230531,27.36,0.67,NA,NA,TMP,SW,H6,NA,NA,2023-05-15,16:15:00,2023-05-15T23:15:00Z,Estuarine-water,2023-05-01
TMP_SW_POOL_20230515,20230531,45.91,1.5,pooled sample,pooled sample,TMP,SW,POOL,NA,NA,2023-05-15,11:59:00,2023-05-15T18:59:00Z,Estuarine-water,2023-05-01
TMP_C_I5_20230603,20230608,20.45,0.44,NA,NA,TMP,C,I5,NA,NA,2023-06-03,14:00:00,2023-06-03T21:00:00Z,Control,2023-06-03
TMP_C_H6_20230603,20230608,24.67,0.53,NA,NA,TMP,C,H6,NA,NA,2023-06-03,14:15:00,2023-06-03T21:15:00Z,Control,2023-06-03
TMP_C_C6_20230603,20230608,21.48,0.32,NA,NA,TMP,C,C6,NA,NA,2023-06-03,14:41:00,2023-06-03T21:41:00Z,Control,2023-06-03
TMP_FW_D5_20230603,20230608,10.05,0.36,NA,NA,TMP,FW,D5,NA,NA,2023-06-03,15:52:00,2023-06-03T22:52:00Z,Freshwater,2023-06-03
TMP_FW_I5_20230603,20230608,11.05,0.4,NA,NA,TMP,FW,I5,NA,NA,2023-06-03,16:09:00,2023-06-03T23:09:00Z,Freshwater,2023-06-03
TMP_FW_D5_20230605,20230608,5.19,0.2,NA,blank is ≥ 25% of sample value,TMP,FW,D5,NA,NA,2023-06-05,11:59:00,2023-06-05T18:59:00Z,Freshwater,2023-06-05
TMP_SW_B4_20230603,20230608,67.48,1.45,NA,NA,TMP,SW,B4,NA,NA,2023-06-03,15:06:00,2023-06-03T22:06:00Z,Estuarine-water,2023-06-03
TMP_FW_B4_20230606,20230609,5.93,0.67,NA,NA,TMP,FW,B4,NA,NA,2023-06-06,16:30:00,2023-06-06T23:30:00Z,Freshwater,2023-06-06
TMP_FW_H3_20230606,20230609,4.16,0.19,NA,blank is ≥ 25% of sample value,TMP,FW,H3,NA,NA,2023-06-06,18:00:00,2023-06-07T01:00:00Z,Freshwater,2023-06-06
TMP_FW_I5_20230606,20230609,4.44,0.24,NA,blank is ≥ 25% of sample value,TMP,FW,I5,NA,NA,2023-06-06,17:45:00,2023-06-07T00:45:00Z,Freshwater,2023-06-06
TMP_FW_F4_20230606,20230609,5.71,0.28,NA,blank is ≥ 25% of sample value,TMP,FW,F4,NA,NA,2023-06-06,17:16:00,2023-06-07T00:16:00Z,Freshwater,2023-06-06
TMP_FW_D5_20230606,20230609,5.95,0.25,NA,blank is ≥ 25% of sample value,TMP,FW,D5,NA,NA,2023-06-06,16:50:00,2023-06-06T23:50:00Z,Freshwater,2023-06-06
